embedding_x,embedding_y,embedding_z
10.383766,10.016487,-1.066269
4.0121346,17.56176,6.005542
2.8745317,13.180504,-1.6321698
3.5206597,14.905124,-2.3837812
10.290767,3.9868782,-7.7603865
12.589059,-2.1704926,7.280247
-3.641357,12.837513,8.77378
-5.0518703,8.413451,4.974327
9.8230095,3.1064517,-7.4816318
10.368,1.0731541,10.630639
3.6141675,17.131256,5.354008
-5.292954,7.8721614,8.602177
8.256135,0.6967264,-5.8882117
10.376786,0.61853147,10.007806
8.87081,2.0461,-7.4701767
0.9758431,12.490593,10.707388
-0.09786279,13.293652,11.2673
-5.20324,6.0997014,0.86335045
-5.5904956,5.4424257,-1.5215925
4.623516,18.936657,4.9857326
-4.77722,-5.1397266,0.7660538
6.7846637,14.814148,14.3217125
11.37447,1.8040023,7.502895
-0.8697574,-4.661973,4.127604
-3.7867057,-4.8580174,-0.24230014
-1.9859457,9.735863,8.36444
-6.780346,3.4439805,0.06275279
8.206348,-2.5261676,17.353222
12.520012,7.788841,0.722606
10.008151,1.1659588,11.584259
11.79067,7.6726494,0.46318614
10.649237,0.70648456,9.175285
13.186194,6.653621,0.9866296
8.900623,2.3374057,-7.6713624
11.250516,8.628904,-0.3636749
8.258892,-2.5809567,17.299637
8.334471,-2.658031,17.223118
12.561503,-2.1354668,7.3045425
0.940232,-1.2992386,7.327736
12.943322,7.7480035,0.62875926
10.918437,1.9297119,15.508199
11.753641,7.6379085,0.49168894
10.716344,0.57958853,8.945847
13.872872,9.247593,-0.86390615
11.349645,1.7777051,7.5589876
13.753831,6.3947487,1.0454738
6.249155,19.545898,-3.2727258
10.425052,9.974193,-1.0676079
4.7501817,18.856297,-2.2180643
7.62242,0.01917754,-5.478143
6.06954,14.897484,12.8436575
0.43640375,-1.9760822,5.9288044
8.300981,-2.623962,17.25698
0.6973321,9.881931,9.887479
13.125097,7.801571,0.52487695
-0.7200704,11.608765,11.507699
6.6843996,14.913578,14.257201
0.44334856,-0.5258952,6.997261
12.517736,-2.0799806,7.3332386
13.349644,6.5230374,1.0626527
8.219342,-2.5398004,17.34007
0.9140513,9.007108,10.171889
10.312381,0.786743,10.632065
9.832671,3.6768684,-8.120103
9.629965,3.1159985,-7.9992743
8.380435,-2.70457,17.176811
10.294572,0.8454439,10.875331
6.96468,14.632836,14.34796
11.971021,7.446521,0.5859081
10.460774,1.0223359,9.449763
2.347702,14.461991,7.78896
10.247874,0.8578548,11.837959
10.828396,2.0729601,15.223352
8.546154,1.9107358,-7.617809
10.26085,1.0260798,11.064651
10.781836,1.7269269,16.076462
7.6810813,-0.08471523,-5.3345504
10.354205,0.87103474,10.423703
10.364714,0.6272643,10.110701
10.261142,0.9741325,11.088104
-5.675375,5.018149,-0.6226814
10.132348,1.049607,11.506815
4.66362,18.972816,-2.408714
12.218444,11.086162,-2.5789735
13.676823,7.61872,0.4753915
12.352629,-1.9508168,7.2053146
10.350975,0.62997043,10.19114
13.8724985,9.069422,-2.5828063
3.6329138,16.920004,6.0324025
-0.50542754,13.043543,11.6397505
11.777195,7.6968927,0.431071
4.734238,19.14691,5.2102165
1.9561337,-3.8252532,4.105724
9.463741,2.914923,-7.96956
7.992944,0.15756875,-5.400489
10.485052,1.0547826,9.37098
9.582174,3.0620492,-7.991045
-5.3012204,7.7258334,7.1066613
12.385372,-1.9540648,7.2764354
1.0493191,8.881893,10.268961
2.7661214,14.749116,2.557067
9.11271,2.663056,-7.989769
10.564161,1.139606,9.395293
8.562463,1.896127,-7.590066
12.346476,-1.9186308,7.254884
5.2387624,19.367481,-2.3987455
10.692661,1.3561023,8.892967
-2.0386972,10.281152,11.816006
-0.31199887,9.49065,9.579344
10.45883,1.1327883,10.212785
11.359837,8.63321,-0.42679602
12.938307,10.450416,-2.5812385
9.068801,2.6054742,-7.9305696
-2.2277737,10.067917,11.930762
12.38144,-1.9602661,7.244229
11.876078,7.522726,0.5267501
10.190157,0.9852253,11.486371
3.0232575,15.2515135,4.011055
0.72244,9.855519,9.912648
12.511759,7.931623,0.5335234
13.526455,6.2954254,1.1828227
10.250682,0.8702464,11.939303
8.331311,-2.6549015,17.226377
9.08335,2.6387084,-7.992527
10.162878,1.0865991,11.359743
4.0097837,17.55428,6.0156136
2.876308,13.170307,-1.5659323
-0.15152062,-5.2118583,-5.1567097
8.550841,1.8827114,-7.583443
12.704831,7.756545,0.6508
0.14642276,11.690812,12.193102
9.371019,2.8247907,-7.9853826
9.068371,2.2681072,-7.3447046
10.776156,1.7207265,16.087107
0.026606604,-6.4815826,-1.3511918
2.891005,13.658404,-2.1225157
-5.888452,4.924188,0.46225604
10.779177,1.7247502,16.07296
10.398066,0.6458917,9.928911
-5.7725654,5.1311717,0.62467206
11.411751,1.846085,7.4309077
13.019662,7.4817443,0.76868844
11.361141,1.7858658,7.5359173
11.724028,9.717938,-1.4521223
10.1913395,3.9221284,-7.8514776
9.656648,3.1003077,-7.6894975
12.015112,10.824432,-2.3127084
0.11282696,11.7184105,12.215289
9.448217,2.453819,-6.9139895
0.5407135,-1.3415823,6.5249567
9.599517,3.0811381,-7.963283
0.6401595,-1.9297148,6.2259693
-0.7415963,11.583322,11.51806
2.8222528,13.271736,-1.8288076
-4.494407,12.812971,8.556722
10.572337,9.828777,-1.0614065
10.783304,1.7297444,16.067131
3.3743594,14.729161,-2.1468585
-4.336102,12.919265,8.646871
4.513642,19.26623,-1.6552323
10.230058,0.9989329,11.319781
-5.8120437,7.8161907,9.607703
3.7040837,17.213442,5.263192
5.211259,19.34783,-2.369833
10.245499,0.8811655,11.9607525
9.974051,3.8019369,-8.057939
1.0544314,8.878506,10.27284
10.534905,1.152125,9.783277
2.919084,12.843184,-0.67766225
4.477992,19.287756,-1.6097168
13.515996,6.3065753,1.1781107
-5.8491073,4.9133344,-0.34390965
10.165485,1.038805,11.432362
10.83732,2.0738418,15.219478
10.352581,0.9203838,10.513087
-5.0867877,7.7580585,9.1431675
5.1729903,19.40239,-2.3087225
2.9587922,14.809773,2.9626484
8.873796,2.050833,-7.4930797
4.557234,19.175009,-1.8304495
12.379005,7.6711793,0.73100686
11.816003,7.624146,0.4698812
10.155774,0.993604,11.999508
0.97762537,12.140363,10.051221
10.844608,2.0975156,15.184147
7.8117595,0.024840584,-5.3816223
8.923236,2.0525074,-7.360991
7.7556086,-0.009706906,-5.3792577
9.208189,2.8020089,-7.794359
0.77538913,-1.0518256,7.25306
10.643009,0.6096628,9.227004
7.5133686,0.34078962,-5.9513755
-0.30040324,11.592493,10.964309
11.87845,7.842583,0.35992795
5.320714,19.178736,-2.6275048
14.140866,7.609824,0.33639318
10.880641,2.0211725,15.294254
13.860595,9.240535,-0.8781616
-1.383829,-6.573298,-0.36272556
6.186005,14.628847,12.938447
-4.8720217,8.326024,5.168168
13.995072,7.948913,0.06449468
11.18053,8.658906,-0.3710739
10.005966,3.6628451,-7.815025
13.058424,7.5115085,0.7626815
4.5495234,18.747139,4.7307596
9.664811,3.046223,-7.6955657
11.120807,9.209819,-1.1341454
12.70255,9.721395,-2.0043507
11.985315,7.4674172,0.5631827
9.541915,2.5772882,-6.9829698
11.356924,1.7761345,7.564883
0.06567463,11.582771,12.097414
12.907587,9.683307,-2.1286755
-0.22815531,-6.7941413,-1.0780799
5.9310904,15.5877905,13.080297
12.789054,7.6310153,0.8245214
3.1365345,14.938177,3.96343
8.48138,-2.8069339,17.074533
7.6427345,0.27400365,-5.773957
8.420663,0.8678644,-5.973913
-1.5691892,10.006334,8.445032
-1.8930925,9.761171,8.422714
10.84925,1.8468043,15.655741
7.6394567,0.30096352,-5.8135295
10.793783,1.751231,15.979702
13.007553,10.404163,-2.571989
3.1179008,13.120047,-0.11373074
0.112362586,11.7237625,12.203275
8.196679,-2.5165355,17.363008
10.096102,1.1045402,11.475643
10.394614,1.0091559,10.298692
0.84068143,12.310004,10.938162
10.255596,0.87373513,11.958172
4.428158,18.515383,5.06799
-1.8381019,10.514268,11.696497
12.564899,-2.1266773,7.350476
10.462221,0.9178688,9.570817
0.8956666,9.031224,10.152422
13.860305,9.074102,-2.5745986
10.250322,0.908687,11.963644
11.756173,7.889971,0.29271957
12.83765,7.7987847,0.6132566
4.5270877,19.204042,-1.7498524
13.01719,7.5054274,0.7835448
10.767811,1.7108473,16.091995
13.81551,6.42809,0.9975933
12.341462,-1.9261713,7.216719
2.8230143,14.30468,0.41418058
-3.4804115,7.608997,7.299466
7.7084,-0.0385991,-5.3778143
-0.8324212,-4.6288157,4.085253
6.0834284,15.113967,13.050384
14.07426,7.741653,0.23205347
0.7078659,-1.5500345,6.720014
10.649932,1.2998815,8.98714
10.054638,1.1879278,11.413091
13.518033,6.2964272,1.1958921
7.705171,-0.041452583,-5.3770013
-3.5722,-5.2258925,-0.10110465
6.3157086,19.641268,-2.7423596
2.9601867,15.131382,3.8543658
12.141869,11.010653,-2.4897306
-1.7028766,-6.464537,-0.4113283
11.4973345,1.9472156,7.2460237
10.821278,0.78599006,8.8901615
-0.10201668,13.291552,11.2722225
1.4666877,12.340336,9.588069
6.966624,14.640073,14.367118
1.4673638,12.33717,9.580647
13.227477,7.591522,0.6537453
10.215901,0.96546453,11.387282
0.74967706,-1.4722376,6.8472853
-3.8923244,8.59472,7.4425616
0.46605903,-0.21462676,7.420332
0.12035312,11.715777,12.22471
8.48684,-2.812499,17.069008
3.1195495,13.60138,0.5704515
11.867923,2.4124477,5.2654448
9.317339,2.7550044,-7.9778028
1.6452776,-3.9697635,4.245081
3.0318353,15.231922,4.8502674
10.910781,1.9161386,15.450808
7.713163,-0.03938483,-5.37904
10.256791,0.8817119,11.500273
10.231435,0.91106004,11.616226
7.7985816,0.03610916,-5.40558
-0.9118266,-4.7036886,4.139253
4.037968,14.418426,3.9341767
10.8474245,2.0591817,15.245986
10.861732,2.027072,15.282052
1.3567156,-3.7614331,4.007051
10.338885,0.66222054,10.285023
4.1259546,14.284074,3.8292265
7.743465,-0.009449911,-5.387204
12.163141,11.035817,-2.511896
11.988709,7.5126925,0.5453705
7.784757,0.58980894,-6.1353307
13.82731,6.4337106,0.9874729
7.5783763,0.33255225,-5.89267
-4.9127145,8.368637,5.133119
10.904581,1.9031118,15.503486
12.545176,-2.1100578,7.326433
10.268662,0.86463946,11.888832
8.920547,2.0336099,-7.3646593
10.903704,1.8871335,15.5468235
10.327423,1.111794,10.810877
8.542732,1.8903922,-7.6075015
13.794429,9.355392,-0.96577716
12.560081,-2.1138375,7.3617835
-6.0102315,4.8137145,0.9402343
10.827215,2.0799341,15.2030115
10.191418,0.98989624,11.425102
-5.7287717,5.0921335,-0.6845378
10.299567,1.086551,10.896657
10.901321,1.8938833,15.528901
6.812527,14.775153,14.281732
2.5927267,12.886478,-1.9254227
9.064031,2.4704163,-7.4883823
11.024405,9.470712,-1.211466
4.5961227,19.349604,-1.6385326
10.253002,0.86817133,11.80674
11.913006,7.507804,0.54746425
0.46708333,11.581641,11.293836
1.3799088,12.29343,9.63253
10.686037,1.3789716,8.895479
14.122629,7.5236516,0.3966899
11.238985,9.063104,-1.0259061
10.390129,0.61550397,10.011932
10.039068,1.1231273,11.630427
3.897407,17.47757,4.962507
13.3923435,10.257611,-2.6384847
4.0978303,14.309115,3.8136263
12.590296,-2.1468732,7.3333735
11.154361,8.618286,-0.3021778
13.368836,9.003966,-1.9199915
0.7854848,-1.962426,6.5262346
-6.189147,3.5286996,0.13761531
10.224939,0.98244643,11.2031145
10.59234,1.1886951,9.288358
-3.78383,9.1126,7.253913
7.7035155,0.31876177,-5.7738214
11.483632,1.9285715,7.28422
10.250368,0.8566425,11.812608
6.75365,14.842424,14.299969
13.308466,9.064329,-1.9511236
0.07904569,11.655963,12.024962
4.492131,19.295656,-1.6040516
-1.8712887,9.762493,8.437584
0.019549903,11.265516,8.994787
10.896349,1.9090014,15.464888
12.528513,7.843121,0.6726814
9.114344,2.394309,-7.392236
-0.78598726,-4.5915523,4.0314355
0.41916612,11.715323,11.509334
10.239234,1.117547,11.0411825
0.09725902,11.733641,12.215214
-4.26809,12.9292555,8.6570425
0.72364056,9.875832,9.910259
-3.4981098,7.563187,7.354623
10.902084,1.9908552,15.353281
5.90585,15.639838,13.076281
6.1070447,19.639143,-2.617845
0.13264899,-4.068504,4.155703
8.88408,2.0061593,-7.3847637
-5.4399,7.652487,6.9791207
10.201946,1.0027562,11.346691
12.371032,-1.9477599,7.244333
13.443264,6.3945785,1.1199642
8.873902,2.0078747,-7.392596
9.892009,3.7363627,-8.116804
13.3586445,6.505375,1.0683686
3.1191516,14.625989,2.782216
-6.802152,3.4281507,0.07208654
0.118935175,13.070885,10.996478
13.959692,8.143891,-0.11651804
10.06723,1.1283921,11.531565
10.868062,2.0207226,15.304036
10.473121,1.2034633,10.395029
8.046657,0.19630714,-5.4110866
10.906517,1.8533121,15.60007
1.1066301,12.238564,9.950014
10.2426195,0.90438104,12.008448
11.220563,8.992113,-0.93074363
10.483584,0.5846905,9.704692
-5.853329,4.9651055,0.49709815
-4.0589,8.815608,7.1720014
12.628033,9.738905,-1.9318149
8.197415,-2.5165956,17.362503
6.3656697,14.447666,13.137856
-5.3902674,5.7798185,0.7390267
8.983475,2.4173114,-7.5540953
-2.9697564,7.668345,8.069835
-5.484574,7.6153564,6.9309373
-3.4439626,12.848974,8.81673
6.285232,14.5026455,13.078876
2.8736699,13.275789,-1.652304
6.5263686,15.018493,13.967037
-2.5737553,9.3733,7.3630075
0.6977176,9.858542,9.88989
-2.7231712,9.616914,7.8650684
2.8634458,13.17274,-1.6042286
0.7327545,-3.9529412,4.209825
0.38065308,0.31366724,7.4885454
2.7992902,14.315329,0.37044826
10.777535,1.7220649,16.080637
10.267518,0.87423235,11.887318
-5.302574,7.872549,8.444323
-4.3416576,-5.381244,0.6509493
9.843605,3.1680536,-7.5255594
9.589494,3.0750217,-7.9827456
14.015197,7.937175,0.06662391
13.28065,6.5275903,1.0444154
2.6448114,14.50203,1.7764634
0.6489088,9.965553,9.848661
0.37240672,0.28030273,7.4815245
11.368812,1.7991695,7.5125713
0.42888755,-1.9804543,5.9377213
9.112943,2.6743762,-7.96036
7.7723374,0.5671893,-6.0984406
12.057109,10.8852825,-2.3711693
3.8477368,17.423056,5.0509977
2.728602,13.0800495,-0.09044833
3.2309923,13.291942,0.5460058
4.4173217,18.467518,5.274315
-3.7928996,8.373546,6.338061
9.380301,2.9084637,-7.5999007
-4.5016785,12.792842,8.571592
4.5928283,19.34829,-1.6351415
-0.5778355,-6.6694875,-0.97061557
11.059937,9.329692,-1.1866752
3.3297966,13.595498,1.2649373
-4.501903,12.831282,8.586733
3.7145786,14.382631,3.336421
9.075356,2.2969377,-7.375573
4.3373723,18.28995,5.3377104
13.955366,8.156745,-0.12826195
-2.3344088,9.967486,7.8822527
14.074446,7.6955614,0.2741826
8.75333,2.2057333,-7.665297
9.326304,2.9260871,-7.9323997
9.18676,2.7959526,-7.8861575
0.7932551,9.077728,10.064483
3.3361485,13.316801,0.9276145
-0.986497,-6.777168,-0.03770244
1.1643758,12.491766,10.270979
3.4719136,14.818079,-2.3641398
2.9389632,15.145872,5.1123548
2.95936,15.150047,5.0463924
-5.243668,7.896483,8.16593
7.159075,19.86201,-1.6548535
1.0214165,-2.162808,6.858065
6.655258,14.947775,14.232226
7.693852,-0.062136702,-5.3589706
7.772264,0.59664595,-6.1281004
8.5358,1.8767395,-7.5953507
8.539748,1.8826193,-7.6052337
10.245598,0.8781888,11.959369
8.703142,1.9701567,-7.526144
10.303126,0.9626607,10.882409
11.617897,2.0814729,7.0408893
8.3081045,0.7211906,-5.90964
6.3387566,14.475072,13.099636
9.866459,3.592035,-8.018499
10.515796,1.0853584,9.491
3.619082,16.913954,5.972232
3.0293226,15.23423,4.8294744
0.019014439,-6.48999,-1.34316
12.955613,7.476031,0.7779611
10.786531,1.7365127,16.043047
4.6254544,19.372845,-1.633632
-1.8286847,10.527608,11.696323
-2.2631009,10.028498,11.961828
-5.1980157,6.112075,1.1332805
10.785749,1.8254445,15.590241
0.4802517,-0.33903953,7.2584352
3.2937706,13.622326,1.2762522
2.367171,12.677694,-2.2823467
11.846612,9.665605,-1.4468089
12.752296,7.662346,0.8056661
7.6412234,0.28866768,-5.8023715
12.530971,7.9446206,0.5385633
14.06679,7.5816402,0.3581432
7.71299,-0.011312643,-5.4032044
10.385416,0.9940417,10.281532
8.071882,0.46831477,-5.728806
0.6098903,12.153591,10.911331
-3.9669027,8.620899,7.3767343
-2.218476,10.061794,11.928069
7.565682,0.32293364,-5.894186
3.6404471,16.912333,6.0679574
10.886709,1.992844,15.341038
7.69989,-0.055368528,-5.3633575
11.490924,1.9390215,7.261544
10.819063,0.8140864,8.903915
0.4505543,-0.0032233738,7.6565566
10.144113,1.0337933,11.449767
10.913773,1.9093904,15.421013
-1.8820527,-6.3786716,-0.44371876
8.480622,0.5536261,-5.5722523
13.940666,7.921352,0.11693728
-4.363576,12.881648,8.60921
-5.433756,5.266624,-1.613753
-1.7280059,10.632781,11.71384
10.335433,0.67353445,10.321695
10.147562,1.0489507,11.440225
11.765393,7.6532393,0.50049055
-3.7043996,8.580333,7.515103
4.6508255,19.030237,-1.9962089
10.811404,1.7586685,16.030613
5.20972,19.375961,-2.3697245
11.723201,7.6374016,0.50399584
12.85906,10.53201,-2.5795124
12.595407,-2.165473,7.300573
1.0476056,8.885279,10.267503
0.7407373,9.802992,9.936375
11.948497,7.505978,0.55083954
10.2678175,0.8455915,11.385787
12.682033,7.7222147,0.80017126
9.386359,2.9131753,-7.5853677
10.20892,0.98693,11.377148
12.58397,-2.1599717,7.2754183
-5.681646,5.0077357,-0.601355
-5.3001437,5.925698,0.80306476
4.736249,18.843618,-2.2091923
-6.7796803,3.4666247,0.05172364
-5.1978936,6.1120243,1.1441422
10.35767,0.6086273,10.1455765
8.299889,0.80063444,-6.000076
4.0581694,14.23448,3.7140036
4.474132,18.633087,5.0426245
10.454251,1.0340474,9.423076
1.2977493,-3.8467193,4.0780196
-3.5392988,-5.2989674,-0.06816327
10.663188,1.2990587,8.962044
11.633729,2.1048665,6.986374
10.887205,1.9493182,15.387154
10.327122,1.1242816,10.821602
3.8736503,17.381735,5.8233447
-5.7762976,5.17089,0.73266727
13.517681,6.303525,1.1790301
10.158844,1.0325366,11.442397
11.813028,2.4438019,5.1900215
10.749691,0.5619582,8.895388
14.049839,7.7447286,0.22893982
13.523978,6.28929,1.189079
10.892268,1.9847093,15.35857
11.151468,9.166318,-1.1227982
3.2265236,15.023344,4.3770304
9.0830345,2.4477196,-7.4471354
10.469982,1.1475136,10.204556
-0.7946052,-4.595974,4.057099
7.5254207,0.3382513,-5.939355
7.5691843,0.38571447,-5.9704747
8.779698,2.2281833,-7.669881
12.976161,7.748295,0.6257241
-0.2535222,9.392224,9.631109
8.690772,2.088246,-7.6567554
10.451622,0.9755241,9.486729
6.499037,15.015696,13.889371
-5.8207192,7.3455048,6.71578
10.701428,0.63781124,9.049721
14.124791,7.62715,0.327634
-3.4710631,-5.4206066,0.0122678345
4.638208,18.961126,-2.3882246
4.7403197,18.83359,-2.2097042
0.90867263,9.016824,10.16592
-3.6394064,8.739562,6.728644
10.774051,1.7156676,16.101173
-1.1091685,-5.172285,2.7882228
11.187359,9.16144,-1.0461606
4.0922894,14.303364,3.8022387
0.45610237,-1.9211893,5.9783535
10.451448,1.0248216,9.41929
10.800406,2.0813959,15.188218
10.850413,0.39479578,8.678131
0.7057569,-0.9012753,7.259945
-4.093986,8.84353,7.121533
5.8849516,15.6586075,13.060879
-2.3807778,9.545297,7.5383444
4.4805775,19.307238,-1.594625
8.757072,2.1310546,-7.643095
-0.75289863,11.587914,11.535435
12.529685,-2.0952883,7.32448
13.351604,10.245945,-2.594904
0.030368647,-6.478323,-1.3550148
3.283549,13.684618,1.3697337
-3.6078076,8.946459,7.549494
-0.66456795,-4.4783444,4.0204477
10.2066145,0.9925418,11.226029
12.993571,9.50132,-1.5198847
10.696811,0.5681667,9.082468
11.226894,9.036115,-0.97305536
-1.111094,11.327541,11.7505045
10.24411,0.8808784,11.968132
1.0748489,8.855763,10.292588
10.268946,1.0668379,10.981785
14.056859,7.6460495,0.3210032
-5.346464,5.860069,0.7589796
10.3904705,1.0068505,10.309678
10.81536,0.4645758,8.761243
8.46809,-2.7934122,17.088104
12.890851,9.585784,-1.5334225
10.416547,1.0521488,10.299904
3.49696,14.865758,-2.3790114
13.29181,9.076794,-1.9615254
8.260108,-2.5823853,17.298414
7.963841,0.12624845,-5.3774953
3.3066857,14.655646,-2.048849
2.8161683,13.257663,-1.8272154
11.263973,9.015536,-0.984341
6.2917004,14.53166,13.021225
-0.1411746,-5.2010865,-5.1661057
